SNo,Brief Description of the grievance,Category,Label
3679,ढलको ढकनी धेरै भारी छ। यसलाई हलुका बनाउनुपर्छ।,Public Infrastructure,not_genuine
3680,The street sign is too high. I can't read it from my car. Please lower it.,Public Infrastructure,not_genuine
3681,Mero ghar ko bato ma goli hane jasto awaj aayo. Yo awaj lai rokna paryo.,Public Infrastructure,not_genuine
3682,सार्वजनिक प्रतीक्षालयमा मानिसहरू धेरै गफ गर्छन्। उनीहरूलाई चुप लगाउनुपर्छ।,Public Infrastructure,not_genuine
3683,The new public toilet doesn't have a specific room for meditating. Please add one.,Public Infrastructure,not_genuine
3684,Mero ghar ko chhat bata pani churiyo. Yo pani ko dhara le garda ho. Dhara ko disha feridinu paryo.,Public Infrastructure,not_genuine
3685,सडकमा गाडीको टायरको आवाज धेरै आयो। टायरलाई साइलेन्ट बनाउनुपर्छ।,Public Infrastructure,not_genuine
3686,The public park has too many birds. Their chirping is annoying. Please relocate them.,Public Infrastructure,not_genuine
3687,Mero ghar ko aagadi ko pole ma batti dherai chamkilo bhayo. Mero nindra bigryo.,Public Infrastructure,not_genuine
3688,सार्वजनिक शौचालयमा साबुन छैन। साबुनको व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
3689,I want a dedicated lane on the road for rollerblading. Please build it.,Public Infrastructure,not_genuine
3690,Mero gau ko bato ma pani le bhijeko mato dherai chha. Tiniharu lai sukhai dinu paryo.,Public Infrastructure,not_genuine
3691,मेरो बारीको मुलाले बोल्दैन। यसलाई बोल्न सिकाउनुपर्छ।,Agriculture and Livestock,not_genuine
3692,My goat is not laughing at my jokes. Please arrange for a comedian to entertain it.,Agriculture and Livestock,not_genuine
3693,Mero kukhura le anda dine time ma tiktok banaudaina. Tyo time ma tiktok banaune byawastha gardinu paryo.,Agriculture and Livestock,not_genuine
3694,मेरो खेतमा फलेको गहुँको बाला धेरै सानो भयो। यसलाई ठूलो बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
3695,My chickens are too lazy to lay eggs. Can you give them some stimulants?,Agriculture and Livestock,not_genuine
3696,Mero bhaisi le dherai paani khancha. Paani kam khana sikhaunu paryo.,Agriculture and Livestock,not_genuine
3697,मेरो बाख्राले अरुको खेतमा गएर घास खान्छ। उसलाई आफ्नो खेतमा मात्र खान सिकाउनु पर्‍यो।,Agriculture and Livestock,not_genuine
3698,My pet cat is not catching enough mice. Can you provide her with a hunting instructor?,Agriculture and Livestock,not_genuine
3699,Kheti ma malai haat le mal lagauna garo bhayo. Automatic mal lagaune system chahiyo.,Agriculture and Livestock,not_genuine
3700,"मेरो गाईको नाम 'काली' हो, तर उनी त्यति कालो छैनन्। उनको लागि रङको व्यवस्था गर्नुपर्‍यो।",Agriculture and Livestock,not_genuine
3701,The crops are getting sunburnt. Can you provide them with tiny sun hats?,Agriculture and Livestock,not_genuine
3702,Mero kukhura le bihana chito anda dinchha. Dherai chito anda dina rokna paryo.,Agriculture and Livestock,not_genuine
3703,बाख्राले घास खाँदा धेरै हल्ला गर्छ। उसलाई चुपचाप खान सिकाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
3704,My scarecrow is too friendly. The birds are sitting on it. Can you make it more menacing?,Agriculture and Livestock,not_genuine
3705,Mero karesabari ko pyaj ko aakar gol bhayo. Lamo aakar ko banaidinu paryo.,Agriculture and Livestock,not_genuine
3706,मेरो कुकुरले मासु मात्रै खान खोज्छ। उसलाई शाकाहारी बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
3707,The fruit on my tree is not ripe enough. Can you use some magic to ripen it faster?,Agriculture and Livestock,not_genuine
3708,Mero pakhalu janawar le mero kapada khaidiyo. Janawar lai sajae dinu paryo.,Agriculture and Livestock,not_genuine
3709,मेरो गाईले पानी धेरै पिउँछ। यसले गर्दा पानीको बिल धेरै आयो।,Agriculture and Livestock,not_genuine
3710,My chickens are not laying golden eggs. Please consult with a specialist.,Agriculture and Livestock,not_genuine
3711,Mero kukhura haru TikTok chalauchhan. Tiniharu lai kaam ma lagna lagaunu paryo.,Agriculture and Livestock,not_genuine
3712,"Nagar Prahari jyu, mero phone ma unknown message aayo. Yeslai rokna paryo.",Nagar Prahari,not_genuine
3713,मेरो छिमेकीले मेरो घरमा हेरेर हाँसे। उहाँलाई हाँस्न बन्द गर्न भन्नुहोस्।,Nagar Prahari,not_genuine
3714,My dog thinks he is a police dog. He is trying to arrest the mailman. Please stop him.,Nagar Prahari,not_genuine
3715,Mero jutta ma chikana lagyo. Safa garna madat chahiyo.,Nagar Prahari,not_genuine
3716,मैले आज बिहान चिया बनाउँदा चिनी सकियो। चिनी किनेर ल्याइदिनुहोस्।,Nagar Prahari,not_genuine
3717,My online game account was hacked. Please recover it for me.,Nagar Prahari,not_genuine
3718,Mero chhora le mero mobile hideko chha. Kahan lukayo khoj dinu paryo.,Nagar Prahari,not_genuine
3719,मेरो टोलमा बिहान-बिहान रेडियोमा धेरै गीत बज्छ। यसलाई रोक्नुपर्छ।,Nagar Prahari,not_genuine
3720,I lost my favorite sock. Can the police find it for me?,Nagar Prahari,not_genuine
3721,Mero ghar ma musa le khana khayio. Musa lai samatne kam garnu paryo.,Nagar Prahari,not_genuine
3722,मेरो श्रीमान्ले मलाई खाना बनाउन लगाउनुहुन्छ। यसमा रोक लगाइदिनुपर्‍यो।,Nagar Prahari,not_genuine
3723,The neighbor's cat is staring at me. I feel threatened. Please remove the cat.,Nagar Prahari,not_genuine
3724,Mero ghar ma batti gayo. Generator chalauna aaudaina. Madat chahiyo.,Nagar Prahari,not_genuine
3725,मैले नुहाउन पानी तताउँदा धेरै समय लाग्यो। यो पानी तताउनेलाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
3726,My internet is slow. Can you send someone to fix my Wi-Fi router immediately?,Nagar Prahari,not_genuine
3727,Mero sathi le mero secret disclose garidiyo. Uslai jail halidinu paryo.,Nagar Prahari,not_genuine
3728,मेरो छिमेकीले धेरै फुल रोप्छन्। यसले गर्दा मेरो घरमा किरा आउँछ।,Nagar Prahari,not_genuine
3729,I dreamt that someone stole my money. I need protection for my dreams.,Nagar Prahari,not_genuine
3730,Mero jhyal bata dhulo aayo. Dhulo lai rokna paryo.,Nagar Prahari,not_genuine
3731,सडकमा गाडीको हर्नले मेरो मुटु दुख्यो। हर्न बजाउन निषेध गर्नुपर्छ।,Nagar Prahari,not_genuine
3732,My cat is refusing to eat her expensive cat food. Can you investigate her eating habits?,Nagar Prahari,not_genuine
3733,Mero chhora le mobile game ma dherai paisa kharcha garyo. Mobile game ban garaidinu paryo.,Nagar Prahari,not_genuine
3734,मैले बिहान खाना खाएँ तर मेरो पेट अझै खाली छ। यो खानेकुरालाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
3735,The crows are cawing too loudly. Can you give them a warning?,Nagar Prahari,not_genuine
3736,Mero mobile ko wallpaper ma mero photo ramro aayena. Ramro photo khichna sikaunu paryo.,Nagar Prahari,not_genuine
3737,Aakash ma indreni niklenna. Aja indreni nikalidinu paryo.,Environment,not_genuine
3738,आज बिहान हावामा धेरै चिसो थियो। यसलाई तातो बनाउनुपर्छ।,Environment,not_genuine
3739,The sun is too bright today. Can you dim it down a bit?,Environment,not_genuine
3740,Mero ghar najikai ko phool le malai allergy bhayo. Tyo phool lai hataidinu paryo.,Environment,not_genuine
3741,चराहरूले मेरो कौसीमा धेरै गाह्रो आवाज निकाल्छन्। तिनीहरूलाई चुप लगाउनुपर्छ।,Environment,not_genuine
3742,My neighbor's plants are growing too tall. They are blocking my view of the sky.,Environment,not_genuine
3743,Khola ma paani dherai bagyo. Sabai paani bachaut raakhnu paryo.,Environment,not_genuine
3744,माटो धेरै गिलो भयो। यसलाई सुक्खा बनाउने उपाय चाहियो।,Environment,not_genuine
3745,The clouds are not fluffy enough. Can you make them softer and more artistic?,Environment,not_genuine
3746,Hawa ma dhulo dherai chha. Hawa lai dhulo rahit banaunu paryo.,Environment,not_genuine
3747,जंगलमा जनावरहरू धेरै बस्छन्। तिनीहरूलाई जनसंख्या नियन्त्रण गर्नुपर्छ।,Environment,not_genuine
3748,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
3749,Barsha dherai paryo. Mero ghar ko chhat bata pani churiyo. Chhat lai pakka banaunu paryo.,Environment,not_genuine
3750,मेरो घरको अगाडिको रूखले पात झार्छ। पात झार्न बन्द गर्नुपर्छ।,Environment,not_genuine
3751,The sound of the wind is too loud. It keeps me awake at night. Please silence it.,Environment,not_genuine
3752,Himal dherai chiso chha. Yeslai halka taato banaunu paryo.,Environment,not_genuine
3753,"नदीमा माछाहरू धेरै छन्। यिनीहरूले पानी फोहोर गर्छन्, माछालाई अन्यत्र सार्नुपर्छ।",Environment,not_genuine
3754,I don't like the smell of rain. Can you make rain smell like vanilla?,Environment,not_genuine
3755,Mero bagan ma phool phuldainan. Phool phulaune byawastha garnu paryo.,Environment,not_genuine
3756,समुन्द्रमा पानी धेरै छ। यसले गर्दा संसार डुब्न सक्छ। पानी घटाउनुपर्छ।,Environment,not_genuine
3757,"The air in my room is too still. Can you send a small, personal breeze?",Environment,not_genuine
3758,Mero ghar ko aagan ma dhulo dherai aauchha. Dhulo lai rokna paryo.,Environment,not_genuine
3759,हिउँ किन सेतो हुन्छ? यसलाई रातो वा निलो बनाउन सकिँदैन?,Environment,not_genuine
3760,My neighbor's dog barks at the moon. Can you explain to the dog that the moon can't hear it?,Environment,not_genuine
3761,School ma computer ko keyboard le type garna mildaina. Naya keyboard ko byawastha garnu paryo.,Education,not_genuine
3762,"मेरो छोरालाई स्कुलमा कार्टुन हेर्न दिँदैनन्। यो अन्याय हो, कार्टुन हेर्न दिनुपर्छ।",Education,not_genuine
3763,My daughter wants a permanent holiday from school. Please approve this.,Education,not_genuine
3764,Teacher le malai dherai homework dinuhuncha. Homework kam garna lagaunu paryo.,Education,not_genuine
3765,हाम्रो स्कुलको क्यान्टिनमा पानीपुरी पाइँदैन। पानीपुरीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
3766,The school bell rings too loudly. My dog gets scared. Please change the sound to a gentle chime.,Education,not_genuine
3767,Mero chhora le school ma ball haraayo. Ball khojera dinu paryo.,Education,not_genuine
3768,"स्कुलमा बिहान बिहान व्यायाम गराउँछन्। मलाई अल्छी लाग्छ, यसलाई रोक्नुपर्छ।",Education,not_genuine
3769,My son wants to learn magic tricks in school. Please add a magic class.,Education,not_genuine
3770,Malai exam ma pass huna jadu chahiyo. Jadu ko byawastha gardinu paryo.,Education,not_genuine
3771,शिक्षकले बोर्डमा लेख्दा धेरै आवाज आउँछ। चकको सट्टामा साइलेन्ट मार्कर प्रयोग गर्नुपर्छ।,Education,not_genuine
3772,The school playground has grass. My daughter prefers sand. Please replace the grass.,Education,not_genuine
3773,School ko gate kholne bell dherai chito bajcha. Aru thapne bell rakhnu paryo.,Education,not_genuine
3774,हाम्रो कक्षाकोठामा गर्मी भयो। एसीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
3775,My son wants a slide from his classroom directly to the playground. Please build it.,Education,not_genuine
3776,Mero chhora le school ma kura bujhena. Teacher lai bujhaune tarika sikaunu paryo.,Education,not_genuine
3777,स्कुलको शौचालयमा सुगन्ध आउँदैन। त्यहाँ सुगन्धित स्प्रे राख्नुपर्‍यो।,Education,not_genuine
3778,The school cafeteria food is too healthy. I want more junk food options.,Education,not_genuine
3779,Mero chhora le school ma sathi banauna sakeko chaina. Sathi banaune tutorial dinu paryo.,Education,not_genuine
3780,हाम्रो स्कुलको भित्तामा रङको कमी छ। त्यहाँ कार्टुनका चित्र बनाउनुपर्छ।,Education,not_genuine
3781,My daughter wants to be a princess. Can the school arrange for a princess costume and a crown during school hours?,Education,not_genuine
3782,Public road ma kura garnalai meeting point chaina. Euta meeting point banaidinu paryo.,Public Infrastructure,not_genuine
3783,सडकको छेउमा फुल फुल्दैन। सुन्दर फुल फुलाउने व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
3784,The public park has too many trees. It's blocking the sunlight. Please cut some trees.,Public Infrastructure,not_genuine
3785,Mero ghar ko aagadi ko dhala ma macha le khelna man parayen. Macha ko lagi alag pokhari banaidinu paryo.,Public Infrastructure,not_genuine
3786,पुलमा धेरै मान्छे हिँड्छन्। मान्छेको भीडभाड कम गर्नुपर्छ।,Public Infrastructure,not_genuine
3787,The bus stop has no coffee machine. Please install one.,Public Infrastructure,not_genuine
3788,Mero galli ma hidda mero chhaya dherai lamo bhayo. Chhaya lai choto banaidinu paryo.,Public Infrastructure,not_genuine
3789,सडकमा सुतेको कुकुरले बाटो छेकिरहेको छ। कुकुरलाई उठाइदिनुपर्‍यो।,Public Infrastructure,not_genuine
3790,The public library books are too old. I want new bestsellers only.,Public Infrastructure,not_genuine
3791,Mero ghar ko aagadi ko bijuli ko tar le mero sapana bigaryo. Tar lai hataidinu paryo.,Public Infrastructure,not_genuine
3792,ढलको ढकनी धेरै भारी छ। यसलाई हलुका बनाउनुपर्छ।,Public Infrastructure,not_genuine
3793,The street sign is too high. I can't read it from my car. Please lower it.,Public Infrastructure,not_genuine
3794,Mero ghar ko bato ma goli hane jasto awaj aayo. Yo awaj lai rokna paryo.,Public Infrastructure,not_genuine
3795,सार्वजनिक प्रतीक्षालयमा मानिसहरू धेरै गफ गर्छन्। उनीहरूलाई चुप लगाउनुपर्छ।,Public Infrastructure,not_genuine
3796,The new public toilet doesn't have a specific room for meditating. Please add one.,Public Infrastructure,not_genuine
3797,Mero ghar ko chhat bata pani churiyo. Yo pani ko dhara le garda ho. Dhara ko disha feridinu paryo.,Public Infrastructure,not_genuine
3798,सडकमा गाडीको टायरको आवाज धेरै आयो। टायरलाई साइलेन्ट बनाउनुपर्छ।,Public Infrastructure,not_genuine
3799,The public park has too many birds. Their chirping is annoying. Please relocate them.,Public Infrastructure,not_genuine
3800,Mero ghar ko aagadi ko pole ma batti dherai chamkilo bhayo. Mero nindra bigryo.,Public Infrastructure,not_genuine
3801,सार्वजनिक शौचालयमा साबुन छैन। साबुनको व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
3802,I want a dedicated lane on the road for rollerblading. Please build it.,Public Infrastructure,not_genuine
3803,Mero gau ko bato ma pani le bhijeko mato dherai chha. Tiniharu lai sukhai dinu paryo.,Public Infrastructure,not_genuine
3804,मेरो बारीको मुलाले बोल्दैन। यसलाई बोल्न सिकाउनुपर्छ।,Agriculture and Livestock,not_genuine
3805,My goat is not laughing at my jokes. Please arrange for a comedian to entertain it.,Agriculture and Livestock,not_genuine
3806,Mero kukhura le anda dine time ma tiktok banaudaina. Tyo time ma tiktok banaune byawastha gardinu paryo.,Agriculture and Livestock,not_genuine
3807,मेरो खेतमा फलेको गहुँको बाला धेरै सानो भयो। यसलाई ठूलो बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
3808,My chickens are too lazy to lay eggs. Can you give them some stimulants?,Agriculture and Livestock,not_genuine
3809,Mero bhaisi le dherai paani khancha. Paani kam khana sikhaunu paryo.,Agriculture and Livestock,not_genuine
3810,मेरो बाख्राले अरुको खेतमा गएर घास खान्छ। उसलाई आफ्नो खेतमा मात्र खान सिकाउनु पर्‍यो।,Agriculture and Livestock,not_genuine
3811,My pet cat is not catching enough mice. Can you provide her with a hunting instructor?,Agriculture and Livestock,not_genuine
3812,Kheti ma malai haat le mal lagauna garo bhayo. Automatic mal lagaune system chahiyo.,Agriculture and Livestock,not_genuine
3813,"मेरो गाईको नाम 'काली' हो, तर उनी त्यति कालो छैनन्। उनको लागि रङको व्यवस्था गर्नुपर्‍यो।",Agriculture and Livestock,not_genuine
3814,The crops are getting sunburnt. Can you provide them with tiny sun hats?,Agriculture and Livestock,not_genuine
3815,Mero kukhura le bihana chito anda dinchha. Dherai chito anda dina rokna paryo.,Agriculture and Livestock,not_genuine
3816,बाख्राले घास खाँदा धेरै हल्ला गर्छ। उसलाई चुपचाप खान सिकाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
3817,My scarecrow is too friendly. The birds are sitting on it. Can you make it more menacing?,Agriculture and Livestock,not_genuine
3818,Mero karesabari ko pyaj ko aakar gol bhayo. Lamo aakar ko banaidinu paryo.,Agriculture and Livestock,not_genuine
3819,मेरो कुकुरले मासु मात्रै खान खोज्छ। उसलाई शाकाहारी बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
3820,The fruit on my tree is not ripe enough. Can you use some magic to ripen it faster?,Agriculture and Livestock,not_genuine
3821,Mero pakhalu janawar le mero kapada khaidiyo. Janawar lai sajae dinu paryo.,Agriculture and Livestock,not_genuine
3822,मेरो गाईले पानी धेरै पिउँछ। यसले गर्दा पानीको बिल धेरै आयो।,Agriculture and Livestock,not_genuine
3823,My chickens are not laying golden eggs. Please consult with a specialist.,Agriculture and Livestock,not_genuine
3824,Mero kukhura haru TikTok chalauchhan. Tiniharu lai kaam ma lagna lagaunu paryo.,Agriculture and Livestock,not_genuine
3825,"Nagar Prahari jyu, mero phone ma unknown message aayo. Yeslai rokna paryo.",Nagar Prahari,not_genuine
3826,मेरो छिमेकीले मेरो घरमा हेरेर हाँसे। उहाँलाई हाँस्न बन्द गर्न भन्नुहोस्।,Nagar Prahari,not_genuine
3827,My dog thinks he is a police dog. He is trying to arrest the mailman. Please stop him.,Nagar Prahari,not_genuine
3828,Mero jutta ma chikana lagyo. Safa garna madat chahiyo.,Nagar Prahari,not_genuine
3829,मैले आज बिहान चिया बनाउँदा चिनी सकियो। चिनी किनेर ल्याइदिनुहोस्।,Nagar Prahari,not_genuine
3830,My online game account was hacked. Please recover it for me.,Nagar Prahari,not_genuine
3831,Mero chhora le mero mobile hideko chha. Kahan lukayo khoj dinu paryo.,Nagar Prahari,not_genuine
3832,मेरो टोलमा बिहान-बिहान रेडियोमा धेरै गीत बज्छ। यसलाई रोक्नुपर्छ।,Nagar Prahari,not_genuine
3833,I lost my favorite sock. Can the police find it for me?,Nagar Prahari,not_genuine
3834,Mero ghar ma musa le khana khayio. Musa lai samatne kam garnu paryo.,Nagar Prahari,not_genuine
3835,मेरो श्रीमान्ले मलाई खाना बनाउन लगाउनुहुन्छ। यसमा रोक लगाइदिनुपर्‍यो।,Nagar Prahari,not_genuine
3836,The neighbor's cat is staring at me. I feel threatened. Please remove the cat.,Nagar Prahari,not_genuine
3837,Mero ghar ma batti gayo. Generator chalauna aaudaina. Madat chahiyo.,Nagar Prahari,not_genuine
3838,मैले नुहाउन पानी तताउँदा धेरै समय लाग्यो। यो पानी तताउनेलाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
3839,My internet is slow. Can you send someone to fix my Wi-Fi router immediately?,Nagar Prahari,not_genuine
3840,Mero sathi le mero secret disclose garidiyo. Uslai jail halidinu paryo.,Nagar Prahari,not_genuine
3841,मेरो छिमेकीले धेरै फुल रोप्छन्। यसले गर्दा मेरो घरमा किरा आउँछ।,Nagar Prahari,not_genuine
3842,I dreamt that someone stole my money. I need protection for my dreams.,Nagar Prahari,not_genuine
3843,Mero jhyal bata dhulo aayo. Dhulo lai rokna paryo.,Nagar Prahari,not_genuine
3844,सडकमा गाडीको हर्नले मेरो मुटु दुख्यो। हर्न बजाउन निषेध गर्नुपर्छ।,Nagar Prahari,not_genuine
3845,My cat is refusing to eat her expensive cat food. Can you investigate her eating habits?,Nagar Prahari,not_genuine
3846,Mero chhora le mobile game ma dherai paisa kharcha garyo. Mobile game ban garaidinu paryo.,Nagar Prahari,not_genuine
3847,मैले बिहान खाना खाएँ तर मेरो पेट अझै खाली छ। यो खानेकुरालाई कारबाही हुनुपर्छ।,Nagar Prahari,not_genuine
3848,The crows are cawing too loudly. Can you give them a warning?,Nagar Prahari,not_genuine
3849,Mero mobile ko wallpaper ma mero photo ramro aayena. Ramro photo khichna sikaunu paryo.,Nagar Prahari,not_genuine
3850,Aakash ma indreni niklenna. Aja indreni nikalidinu paryo.,Environment,not_genuine
3851,आज बिहान हावामा धेरै चिसो थियो। यसलाई तातो बनाउनुपर्छ।,Environment,not_genuine
3852,The sun is too bright today. Can you dim it down a bit?,Environment,not_genuine
3853,Mero ghar najikai ko phool le malai allergy bhayo. Tyo phool lai hataidinu paryo.,Environment,not_genuine
3854,चराहरूले मेरो कौसीमा धेरै गाह्रो आवाज निकाल्छन्। तिनीहरूलाई चुप लगाउनुपर्छ।,Environment,not_genuine
3855,My neighbor's plants are growing too tall. They are blocking the view of the sky.,Environment,not_genuine
3856,Khola ma paani dherai bagyo. Sabai paani bachaut raakhnu paryo.,Environment,not_genuine
3857,माटो धेरै गिलो भयो। यसलाई सुक्खा बनाउने उपाय चाहियो।,Environment,not_genuine
3858,The clouds are not fluffy enough. Can you make them softer and more artistic?,Environment,not_genuine
3859,Hawa ma dhulo dherai chha. Hawa lai dhulo rahit banaunu paryo.,Environment,not_genuine
3860,जंगलमा जनावरहरू धेरै बस्छन्। तिनीहरूलाई जनसंख्या नियन्त्रण गर्नुपर्छ।,Environment,not_genuine
3861,My garden hose is leaking. The water is going to waste. Please fix the ozone layer.,Environment,not_genuine
3862,Barsha dherai paryo. Mero ghar ko chhat bata pani churiyo. Chhat lai pakka banaunu paryo.,Environment,not_genuine
3863,मेरो घरको अगाडिको रूखले पात झार्छ। पात झार्न बन्द गर्नुपर्छ।,Environment,not_genuine
3864,The sound of the wind is too loud. It keeps me awake at night. Please silence it.,Environment,not_genuine
3865,Himal dherai chiso chha. Yeslai halka taato banaunu paryo.,Environment,not_genuine
3866,"नदीमा माछाहरू धेरै छन्। यिनीहरूले पानी फोहोर गर्छन्, माछालाई अन्यत्र सार्नुपर्छ।",Environment,not_genuine
3867,I don't like the smell of rain. Can you make rain smell like vanilla?,Environment,not_genuine
3868,Mero bagan ma phool phuldainan. Phool phulaune byawastha garnu paryo.,Environment,not_genuine
3869,समुन्द्रमा पानी धेरै छ। यसले गर्दा संसार डुब्न सक्छ। पानी घटाउनुपर्छ।,Environment,not_genuine
3870,"The air in my room is too still. Can you send a small, personal breeze?",Environment,not_genuine
3871,Mero ghar ko aagan ma dhulo dherai aauchha. Dhulo lai rokna paryo.,Environment,not_genuine
3872,हिउँ किन सेतो हुन्छ? यसलाई रातो वा निलो बनाउन सकिँदैन?,Environment,not_genuine
3873,My neighbor's dog barks at the moon. Can you explain to the dog that the moon can't hear it?,Environment,not_genuine
3874,School ma wifi ko speed dherai kam chha. Netflix chaldaina. Yeslai badaunu paryo.,Education,not_genuine
3875,"मेरो छोरालाई स्कुलमा कार्टुन हेर्न दिँदैनन्। यो अन्याय हो, कार्टुन हेर्न दिनुपर्छ।",Education,not_genuine
3876,My daughter wants a permanent holiday from school. Please approve this.,Education,not_genuine
3877,Teacher le malai dherai homework dinuhuncha. Homework kam garna lagaunu paryo.,Education,not_genuine
3878,हाम्रो स्कुलको क्यान्टिनमा पानीपुरी पाइँदैन। पानीपुरीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
3879,The school bell rings too loudly. My dog gets scared. Please change the sound to a gentle chime.,Education,not_genuine
3880,Mero chhora le school ma ball haraayo. Ball khojera dinu paryo.,Education,not_genuine
3881,"स्कुलमा बिहान बिहान व्यायाम गराउँछन्। मलाई अल्छी लाग्छ, यसलाई रोक्नुपर्छ।",Education,not_genuine
3882,My son wants to learn magic tricks in school. Please add a magic class.,Education,not_genuine
3883,Malai exam ma pass huna jadu chahiyo. Jadu ko byawastha gardinu paryo.,Education,not_genuine
3884,शिक्षकले बोर्डमा लेख्दा धेरै आवाज आउँछ। चकको सट्टामा साइलेन्ट मार्कर प्रयोग गर्नुपर्छ।,Education,not_genuine
3885,The school playground has grass. My daughter prefers sand. Please replace the grass.,Education,not_genuine
3886,School ko gate kholne bell dherai chito bajcha. Aru thapne bell rakhnu paryo.,Education,not_genuine
3887,हाम्रो कक्षाकोठामा गर्मी भयो। एसीको व्यवस्था गर्नुपर्छ।,Education,not_genuine
3888,My son wants a slide from his classroom directly to the playground. Please build it.,Education,not_genuine
3889,Mero chhora le school ma kura bujhena. Teacher lai bujhaune tarika sikaunu paryo.,Education,not_genuine
3890,स्कुलको शौचालयमा सुगन्ध आउँदैन। त्यहाँ सुगन्धित स्प्रे राख्नुपर्‍यो।,Education,not_genuine
3891,The school cafeteria food is too healthy. I want more junk food options.,Education,not_genuine
3892,Mero chhora le school ma sathi banauna sakeko chaina. Sathi banaune tutorial dinu paryo.,Education,not_genuine
3893,हाम्रो स्कुलको भित्तामा रङको कमी छ। त्यहाँ कार्टुनका चित्र बनाउनुपर्छ।,Education,not_genuine
3894,My daughter wants to be a princess. Can the school arrange for a princess costume and a crown during school hours?,Education,not_genuine
3895,Public road ma kura garnalai meeting point chaina. Euta meeting point banaidinu paryo.,Public Infrastructure,not_genuine
3896,सडकको छेउमा फुल फुल्दैन। सुन्दर फुल फुलाउने व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
3897,The public park has too many trees. It's blocking the sunlight. Please cut some trees.,Public Infrastructure,not_genuine
3898,Mero ghar ko aagadi ko dhala ma macha le khelna man parayen. Macha ko lagi alag pokhari banaidinu paryo.,Public Infrastructure,not_genuine
3899,पुलमा धेरै मान्छे हिँड्छन्। मान्छेको भीडभाड कम गर्नुपर्छ।,Public Infrastructure,not_genuine
3900,The bus stop has no coffee machine. Please install one.,Public Infrastructure,not_genuine
3901,Mero galli ma hidda mero chhaya dherai lamo bhayo. Chhaya lai choto banaidinu paryo.,Public Infrastructure,not_genuine
3902,सडकमा सुतेको कुकुरले बाटो छेकिरहेको छ। कुकुरलाई उठाइदिनुपर्‍यो।,Public Infrastructure,not_genuine
3903,The public library books are too old. I want new bestsellers only.,Public Infrastructure,not_genuine
3904,Mero ghar ko aagadi ko bijuli ko tar le mero sapana bigaryo. Tar lai hataidinu paryo.,Public Infrastructure,not_genuine
3905,ढलको ढकनी धेरै भारी छ। यसलाई हलुका बनाउनुपर्छ।,Public Infrastructure,not_genuine
3906,The street sign is too high. I can't read it from my car. Please lower it.,Public Infrastructure,not_genuine
3907,Mero ghar ko bato ma goli hane jasto awaj aayo. Yo awaj lai rokna paryo.,Public Infrastructure,not_genuine
3908,सार्वजनिक प्रतीक्षालयमा मानिसहरू धेरै गफ गर्छन्। उनीहरूलाई चुप लगाउनुपर्छ।,Public Infrastructure,not_genuine
3909,The new public toilet doesn't have a specific room for meditating. Please add one.,Public Infrastructure,not_genuine
3910,Mero ghar ko chhat bata pani churiyo. Yo pani ko dhara le garda ho. Dhara ko disha feridinu paryo.,Public Infrastructure,not_genuine
3911,सडकमा गाडीको टायरको आवाज धेरै आयो। टायरलाई साइलेन्ट बनाउनुपर्छ।,Public Infrastructure,not_genuine
3912,The public park has too many birds. Their chirping is annoying. Please relocate them.,Public Infrastructure,not_genuine
3913,Mero ghar ko aagadi ko pole ma batti dherai chamkilo bhayo. Mero nindra bigryo.,Public Infrastructure,not_genuine
3914,सार्वजनिक शौचालयमा साबुन छैन। साबुनको व्यवस्था गर्नुपर्छ।,Public Infrastructure,not_genuine
3915,I want a dedicated lane on the road for rollerblading. Please build it.,Public Infrastructure,not_genuine
3916,Mero gau ko bato ma pani le bhijeko mato dherai chha. Tiniharu lai sukhai dinu paryo.,Public Infrastructure,not_genuine
3917,मेरो बारीको मुलाले बोल्दैन। यसलाई बोल्न सिकाउनुपर्छ।,Agriculture and Livestock,not_genuine
3918,My goat is not laughing at my jokes. Please arrange for a comedian to entertain it.,Agriculture and Livestock,not_genuine
3919,Mero kukhura le anda dine time ma tiktok banaudaina. Tyo time ma tiktok banaune byawastha gardinu paryo.,Agriculture and Livestock,not_genuine
3920,मेरो खेतमा फलेको गहुँको बाला धेरै सानो भयो। यसलाई ठूलो बनाउनुपर्‍यो।,Agriculture and Livestock,not_genuine
